Date,SO2,NO2,O3,CO,PM10,PM2.5,AQI,AQI Category,Station code,District,Latitude,Longitude
2018-04-13,0.003,0.045,0.021,0.496,30.0,14.708,74.66,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-04-14,0.002,0.025,0.03,0.396,19.542,11.25,50.0,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-04-15,0.003,0.022,0.03,0.438,57.708,20.25,77.71,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-04-16,0.003,0.035,0.029,0.471,33.792,23.375,70.02,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-04-17,0.004,0.048,0.029,0.533,50.208,30.542,88.5,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-04-18,0.005,0.053,0.029,0.521,55.708,35.625,188.10749999999996,Very unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-04-19,0.008,0.049,0.036,0.496,59.458,37.375,106.25,Unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-04-20,0.008,0.064,0.035,0.767,89.25,55.167,174.23,Unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-04-21,0.006,0.058,0.026,0.583,61.083,38.375,110.07,Unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-04-22,0.004,0.038,0.022,0.483,33.375,19.625,62.83,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-04-23,0.002,0.022,0.036,0.367,8.25,5.208,55.15,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-04-24,0.002,0.027,0.03,0.337,7.5,3.625,50.0,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-04-25,0.003,0.045,0.024,0.475,30.042,22.167,188.10749999999996,Very unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-04-26,0.005,0.04,0.033,0.479,41.333,31.708,91.51,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-04-27,0.007,0.045,0.033,0.5,50.583,40.875,119.62,Unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-04-28,0.007,0.039,0.037,0.462,54.583,39.083,112.78,Unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-04-29,0.008,0.04,0.053,0.504,49.417,34.375,98.39,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-04-30,0.007,0.032,0.045,0.538,70.875,58.458,186.8,Unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-05-01,0.004,0.027,0.028,0.504,51.208,44.667,134.11,Unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-05-02,0.003,0.032,0.021,0.525,44.792,40.375,117.71,Unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-05-03,0.003,0.024,0.039,0.404,25.917,14.167,57.64,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-05-04,0.004,0.027,0.049,0.362,35.583,15.833,188.10749999999996,Very unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-05-05,0.005,0.022,0.06,0.342,32.792,18.333,75.08,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-05-06,0.003,0.022,0.039,0.383,13.958,9.708,57.64,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-05-07,0.004,0.035,0.029,0.454,32.0,19.625,60.35,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-05-08,0.003,0.02,0.043,0.321,16.292,7.542,60.97,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-05-09,0.003,0.025,0.04,0.317,17.958,7.208,58.47,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-05-10,0.005,0.033,0.039,0.392,35.542,24.792,73.67,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-05-11,0.004,0.042,0.041,0.504,53.583,44.042,131.72,Unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-05-12,0.004,0.047,0.02,0.517,27.208,21.667,78.03,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-05-13,0.003,0.024,0.028,0.429,21.833,17.167,54.01,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-05-14,0.004,0.034,0.041,0.583,66.083,58.75,187.92,Unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-05-15,0.006,0.054,0.034,0.746,66.875,56.5,179.32,Unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-05-16,0.003,0.026,0.01,0.379,30.375,24.5,188.10749999999996,Very unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-05-17,0.003,0.033,0.008,0.433,15.417,11.125,54.38,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-05-18,0.003,0.026,0.012,0.371,19.833,5.333,43.33,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-05-19,0.002,0.021,0.033,0.317,11.125,3.917,52.66,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-05-20,0.002,0.023,0.034,0.321,11.458,4.875,53.49,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-05-21,0.003,0.029,0.039,0.342,17.833,8.792,57.64,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-05-22,0.004,0.041,0.026,0.492,38.792,27.917,81.73,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-05-23,0.003,0.021,0.041,0.346,40.542,10.667,60.54,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-05-24,0.006,0.032,0.046,0.475,80.042,23.125,188.10749999999996,Very unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-05-25,0.007,0.042,0.049,0.538,80.083,31.042,188.10749999999996,Very unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-05-26,0.005,0.049,0.052,0.567,70.292,36.042,101.16,Unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-05-27,0.008,0.031,0.046,0.442,54.208,23.625,74.21,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-05-28,0.006,0.043,0.04,0.471,44.667,24.667,73.35,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-05-29,0.005,0.029,0.033,0.358,35.708,25.708,76.04,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-05-30,0.004,0.026,0.027,0.388,39.333,27.542,80.77,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-05-31,0.004,0.029,0.034,0.413,36.625,21.833,66.04,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-06-01,0.006,0.047,0.033,0.496,36.792,23.458,78.03,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-06-02,0.008,0.036,0.041,0.429,37.458,25.958,76.68,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-06-03,0.005,0.032,0.04,0.429,32.083,24.042,71.74,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-06-04,0.007,0.037,0.03,0.4,33.583,24.542,73.03,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-06-05,0.006,0.025,0.042,0.375,36.375,29.708,86.35,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-06-06,0.006,0.026,0.031,0.4,42.25,34.667,99.14,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-06-07,0.004,0.033,0.025,0.413,39.5,31.208,90.22,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-06-08,0.003,0.019,0.033,0.312,28.167,19.958,61.21,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-06-09,0.003,0.024,0.038,0.417,36.208,25.667,75.93,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-06-10,0.003,0.013,0.032,0.3,10.083,4.417,51.83,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-06-11,0.003,0.02,0.021,0.288,8.083,3.667,35.0,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-06-12,0.003,0.019,0.025,0.304,13.417,6.083,41.67,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-06-13,0.004,0.026,0.031,0.375,25.417,15.667,188.10749999999996,Very unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-06-14,0.003,0.029,0.027,0.404,26.333,18.75,58.09,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-06-15,0.003,0.019,0.029,0.3,16.208,6.375,48.33,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-06-16,0.003,0.021,0.038,0.312,20.042,11.458,56.81,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-06-17,0.005,0.029,0.04,0.421,53.292,38.333,109.91,Unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-06-18,0.005,0.035,0.035,0.421,44.375,31.375,90.65,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-06-19,0.007,0.031,0.033,0.354,34.083,24.958,74.1,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-06-20,0.004,0.018,0.038,0.317,38.333,30.292,87.86,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-06-21,0.004,0.023,0.041,0.362,39.125,26.5,78.08,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-06-22,0.006,0.038,0.036,0.462,46.583,31.792,91.73,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-06-23,0.007,0.029,0.043,0.392,36.292,24.042,71.74,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-06-24,0.005,0.017,0.054,0.388,51.958,37.792,107.85,Unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-06-25,0.005,0.038,0.046,0.417,53.542,35.875,188.10749999999996,Very unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-06-26,0.005,0.032,0.03,0.454,52.792,39.25,113.42,Unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-06-27,0.004,0.023,0.033,0.429,24.375,18.167,56.59,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-06-28,0.003,0.031,0.019,0.442,25.333,15.958,188.10749999999996,Very unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-06-29,0.004,0.027,0.039,0.404,37.083,26.417,77.86,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-06-30,0.004,0.04,0.022,0.558,51.375,36.042,101.16,Unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-07-01,0.003,0.025,0.014,0.337,11.583,6.5,41.67,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-07-02,0.003,0.027,0.021,0.312,9.375,4.125,45.0,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-07-03,0.003,0.025,0.012,0.354,13.875,7.375,41.67,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-07-04,0.003,0.024,0.02,0.308,20.583,11.208,40.0,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-07-05,0.003,0.022,0.022,0.15,21.125,13.833,46.11,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-07-06,0.003,0.014,0.02,0.279,6.25,2.458,33.33,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-07-07,0.003,0.015,0.028,0.267,8.708,3.75,46.67,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-07-08,0.003,0.014,0.035,0.271,12.792,5.5,54.32,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-07-09,0.003,0.022,0.008,0.346,10.292,5.375,36.67,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-07-10,0.003,0.035,0.004,0.496,24.125,13.292,57.76,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-07-11,0.004,0.024,0.007,0.375,35.208,20.0,61.32,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-07-12,0.005,0.019,0.005,0.312,29.917,15.792,188.10749999999996,Very unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-07-13,0.005,0.018,0.011,0.25,21.167,12.042,40.14,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-07-14,0.005,0.017,0.016,0.25,19.125,11.833,39.44,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-07-15,0.005,0.016,0.023,0.275,24.042,15.792,188.10749999999996,Very unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-07-16,0.008,0.025,0.019,0.329,25.125,15.875,188.10749999999996,Very unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-07-17,0.006,0.021,0.013,0.279,28.125,18.958,58.63,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-07-18,0.006,0.021,0.016,0.312,37.5,25.542,75.61,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-07-19,0.005,0.018,0.021,0.275,32.25,21.958,66.37,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-07-20,0.006,0.027,0.022,0.337,31.333,20.417,62.39,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-07-21,0.007,0.027,0.035,0.375,32.583,22.292,67.23,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-07-22,0.005,0.02,0.031,0.354,27.708,17.792,55.62,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-07-23,0.006,0.021,0.032,0.354,31.667,19.292,59.49,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-07-24,0.004,0.029,0.04,0.371,39.167,24.958,74.1,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-07-25,0.004,0.018,0.023,0.288,33.167,19.875,60.99,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-07-26,0.004,0.021,0.025,0.304,43.583,28.333,82.81,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-07-27,0.003,0.024,0.026,0.333,54.042,33.792,96.88,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-07-28,0.003,0.031,0.017,0.417,46.625,33.417,95.92,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-07-29,0.003,0.015,0.023,0.346,19.958,13.75,45.83,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-07-30,0.003,0.017,0.026,0.292,10.667,6.333,43.33,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-07-31,0.003,0.02,0.037,0.317,20.917,11.167,55.98,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-08-01,0.003,0.024,0.04,0.375,37.5,22.083,66.69,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-08-02,0.004,0.024,0.051,0.404,40.0,25.875,76.47,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-08-03,0.004,0.022,0.047,0.429,49.417,33.708,96.67,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-08-04,0.004,0.014,0.031,0.292,27.083,17.375,54.55,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-08-05,0.003,0.009,0.026,0.233,35.125,22.417,67.55,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-08-06,0.003,0.019,0.022,0.304,40.0,25.542,75.61,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-08-07,0.003,0.02,0.027,0.367,21.958,13.208,45.0,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-08-08,0.005,0.013,0.023,0.246,29.875,18.5,57.45,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-08-09,0.005,0.022,0.02,0.317,25.125,15.542,188.10749999999996,Very unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-08-10,0.004,0.017,0.027,0.35,17.125,9.875,45.0,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-08-11,0.004,0.017,0.036,0.342,13.292,7.333,55.15,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-08-12,0.003,0.012,0.039,0.333,15.75,9.625,57.64,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-08-13,0.004,0.021,0.024,0.35,31.375,20.667,63.04,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-08-14,0.004,0.02,0.023,0.292,24.667,14.042,46.81,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-08-15,0.003,0.022,0.036,0.342,28.708,18.0,56.16,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-08-16,0.003,0.016,0.023,0.3,16.583,7.583,38.33,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-08-17,0.003,0.014,0.029,0.296,13.25,4.5,48.33,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-08-18,0.003,0.014,0.034,0.288,15.417,6.083,53.49,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-08-19,0.002,0.018,0.044,0.342,24.583,12.208,61.8,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-08-20,0.002,0.024,0.034,0.362,33.917,18.833,58.31,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-08-21,0.002,0.022,0.025,0.329,19.917,9.708,41.67,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-08-22,0.002,0.025,0.029,0.371,22.917,11.833,48.33,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-08-23,0.002,0.017,0.01,0.275,13.125,5.625,28.33,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-08-24,0.002,0.014,0.02,0.304,9.208,3.333,33.33,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-08-25,0.002,0.017,0.034,0.35,20.375,10.0,53.49,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-08-26,0.002,0.02,0.03,0.367,16.583,8.958,50.0,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-08-27,0.002,0.03,0.014,0.433,13.25,7.292,50.0,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-08-28,0.002,0.027,0.004,0.404,10.292,4.542,45.0,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-08-29,0.002,0.016,0.007,0.238,14.417,5.958,26.67,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-08-30,0.002,0.024,0.026,0.404,25.167,15.542,188.10749999999996,Very unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-08-31,0.002,0.025,0.029,0.417,20.333,11.5,48.33,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-09-01,0.002,0.023,0.024,0.379,18.667,8.5,40.0,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-09-02,0.002,0.014,0.033,0.308,14.0,5.667,52.66,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-09-03,0.002,0.032,0.014,0.408,15.958,7.833,52.69,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-09-04,0.002,0.018,0.028,0.333,14.75,6.375,46.67,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-09-05,0.002,0.018,0.041,0.354,24.75,9.125,59.31,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-09-06,0.002,0.025,0.042,0.446,30.833,15.417,188.10749999999996,Very unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-09-07,0.002,0.018,0.037,0.367,23.417,10.208,55.98,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-09-08,0.002,0.02,0.03,0.371,22.0,9.333,50.0,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-09-09,0.002,0.019,0.03,0.358,22.042,10.0,50.0,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-09-10,0.002,0.018,0.027,0.321,12.917,5.542,45.0,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-09-11,0.002,0.021,0.026,0.308,12.792,5.375,43.33,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-09-12,0.002,0.028,0.029,0.354,15.75,7.042,48.33,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-09-13,0.002,0.033,0.019,0.367,18.417,8.292,54.38,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-09-14,0.002,0.032,0.015,0.375,16.333,8.5,52.69,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-09-15,0.002,0.031,0.015,0.333,12.25,6.208,51.0,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-09-16,0.002,0.02,0.031,0.438,34.75,20.917,63.68,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-09-17,0.002,0.022,0.032,0.425,24.542,12.125,51.83,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-09-18,0.002,0.038,0.026,0.504,30.583,13.833,188.10749999999996,Very unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-09-19,0.002,0.048,0.02,0.533,33.917,16.042,79.72,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-09-20,0.002,0.025,0.026,0.379,12.542,7.208,43.33,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-09-21,0.002,0.029,0.017,0.388,11.125,5.542,48.33,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-09-22,0.002,0.029,0.025,0.454,26.75,10.292,48.33,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-09-23,0.002,0.025,0.028,0.458,27.25,10.333,46.67,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-09-24,0.002,0.013,0.028,0.35,14.042,5.5,46.67,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-09-25,0.002,0.018,0.022,0.354,14.5,6.583,36.67,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-09-26,0.002,0.011,0.029,0.3,8.417,4.083,48.33,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-09-27,0.002,0.021,0.025,0.317,9.083,4.375,41.67,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-09-28,0.002,0.03,0.015,0.362,12.583,5.833,50.0,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-09-29,0.002,0.033,0.019,0.392,16.5,8.458,54.38,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-09-30,0.002,0.024,0.023,0.404,22.583,11.208,40.0,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-10-01,0.002,0.016,0.026,0.342,15.417,7.375,43.33,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-10-02,0.002,0.029,0.02,0.454,23.083,11.125,48.33,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-10-03,0.002,0.038,0.02,0.512,24.417,12.958,62.83,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-10-04,0.002,0.035,0.02,0.458,19.5,11.958,57.76,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-10-05,0.002,0.03,0.022,0.354,10.125,5.583,50.0,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-10-06,0.002,0.022,0.028,0.371,5.458,2.417,46.67,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-10-07,0.002,0.025,0.026,0.438,25.125,10.958,43.33,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-10-08,0.002,0.04,0.018,0.442,20.5,8.125,66.21,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-10-09,0.002,0.045,0.012,0.529,23.917,10.958,74.66,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-10-10,0.002,0.02,0.023,0.367,17.0,8.667,38.33,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-10-11,0.002,0.026,0.017,0.367,17.333,8.0,43.33,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-10-12,0.002,0.036,0.015,0.417,21.917,10.917,59.45,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-10-13,0.002,0.054,0.013,0.596,31.833,18.5,89.86,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-10-14,0.002,0.044,0.025,0.567,31.292,18.417,72.97,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-10-15,0.002,0.049,0.03,0.688,50.542,29.875,86.78,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-10-16,0.002,0.043,0.02,0.55,38.292,18.125,71.28,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-10-17,0.002,0.042,0.017,0.517,31.208,13.542,69.59,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-10-18,0.002,0.034,0.014,0.454,16.125,7.542,56.07,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-10-19,0.002,0.036,0.019,0.417,17.833,8.25,59.45,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-10-20,0.002,0.055,0.014,0.621,38.292,19.042,91.55,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-10-21,0.003,0.056,0.021,0.708,38.083,21.833,93.24,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-10-22,0.003,0.064,0.017,0.75,49.542,30.667,113.86,Unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-10-23,0.003,0.059,0.018,0.679,47.25,26.125,98.31,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-10-24,0.002,0.048,0.016,0.562,37.0,15.625,188.10749999999996,Very unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-10-25,0.003,0.064,0.01,0.742,38.792,18.5,107.43,Unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-10-26,0.003,0.049,0.016,0.508,32.25,15.958,188.10749999999996,Very unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-10-27,0.002,0.024,0.022,0.329,21.708,5.208,40.0,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-10-28,0.002,0.036,0.014,0.442,14.292,6.833,59.45,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-10-29,0.002,0.029,0.016,0.413,17.583,8.5,48.33,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-10-30,0.002,0.026,0.014,0.388,19.833,9.958,43.33,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-10-31,0.002,0.03,0.015,0.408,20.75,11.0,50.0,Good,115,Yangcheon-gu,37.5259388,126.8566029
2018-11-01,0.003,0.049,0.011,0.642,31.75,17.042,81.41,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-11-02,0.004,0.064,0.008,0.838,43.375,24.917,107.43,Unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-11-03,0.003,0.064,0.01,0.933,57.625,36.417,117.08,Unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-11-04,0.003,0.053,0.019,0.833,49.708,34.667,99.14,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-11-05,0.003,0.064,0.011,0.85,61.167,39.833,115.64,Unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-11-06,0.004,0.064,0.006,0.9924999999999999,98.188,58.938,188.10749999999996,Unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-11-07,0.003,0.051,0.007,0.725,61.208,43.0,127.74,Unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-11-08,0.002,0.034,0.012,0.462,9.875,4.875,56.07,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-11-09,0.003,0.027,0.026,0.571,34.708,19.5,60.03,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-11-10,0.003,0.042,0.017,0.725,68.167,43.292,128.86,Unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-11-11,0.003,0.044,0.007,0.8,61.542,39.542,114.53,Unhealthy,115,Yangcheon-gu,37.5259388,126.8566029
2018-11-12,0.003,0.044,0.011,0.625,34.958,18.25,72.97,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-11-13,0.003,0.047,0.009,0.754,45.917,25.667,78.03,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
2018-11-14,0.003,0.052,0.008,0.675,38.583,22.75,86.48,Moderate,115,Yangcheon-gu,37.5259388,126.8566029
