Date,SO2,NO2,O3,CO,PM10,PM2.5,AQI,AQI Category,Station code,District,Latitude,Longitude
2019-01-26,0.004,0.019,0.028,0.425,39.583,18.833,59.58,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-01-27,0.004,0.038,0.015,0.558,34.25,18.125,62.83,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-01-28,0.004,0.022,0.027,0.462,73.042,20.25,93.04,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-01-29,0.005,0.048,0.008,0.633,61.5,20.0,81.5,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-01-30,0.005,0.054,0.009,0.688,53.792,26.417,89.86,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-01-31,0.004,0.024,0.019,0.488,59.042,18.375,79.04,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-02-01,0.004,0.034,0.014,0.542,35.042,15.875,188.10749999999996,Very unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-02-02,0.004,0.051,0.005,0.775,56.333,33.292,95.6,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-02-03,0.003,0.031,0.018,0.65,35.125,24.792,73.67,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-02-04,0.003,0.021,0.028,0.5,71.458,35.417,188.10749999999996,Very unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-02-05,0.004,0.046,0.011,0.683,76.292,25.083,96.29,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-02-06,0.005,0.047,0.015,0.737,89.75,30.583,119.89,Unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-02-07,0.003,0.015,0.033,0.467,58.5,29.0,84.53,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-02-08,0.003,0.024,0.02,0.458,30.208,15.875,188.10749999999996,Very unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-02-09,0.003,0.015,0.03,0.433,35.333,16.542,55.33,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-02-10,0.004,0.025,0.022,0.508,40.875,22.625,68.09,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-02-11,0.004,0.024,0.027,0.513,36.792,21.917,66.26,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-02-12,0.005,0.027,0.031,0.679,54.875,33.917,97.21,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-02-13,0.004,0.026,0.027,0.513,37.792,19.5,60.03,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-02-14,0.004,0.044,0.013,0.617,43.792,21.625,72.97,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-02-15,0.003,0.039,0.017,0.558,38.125,25.292,74.96,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-02-16,0.004,0.017,0.038,0.704,56.292,42.667,126.47,Unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-02-17,0.004,0.027,0.028,0.525,34.5,23.208,69.59,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-02-18,0.004,0.055,0.006,0.733,39.125,23.042,91.55,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-02-19,0.003,0.045,0.01,0.642,40.292,28.792,83.99,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-02-20,0.004,0.033,0.027,0.696,55.917,44.333,132.84,Unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-02-21,0.004,0.05,0.016,0.912,73.625,56.667,179.96,Unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-02-22,0.005,0.054,0.016,0.892,65.542,48.167,147.48,Unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-02-23,0.004,0.052,0.016,0.771,47.917,32.458,93.44,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-02-24,0.005,0.051,0.024,0.788,59.708,44.042,131.72,Unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-02-25,0.004,0.038,0.025,0.679,72.208,50.958,158.15,Unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-02-26,0.004,0.042,0.019,0.588,46.667,24.208,72.17,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-02-27,0.005,0.054,0.018,0.688,61.083,38.708,111.35,Unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-02-28,0.005,0.053,0.028,0.767,78.792,51.375,159.74,Unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-03-01,0.005,0.056,0.031,0.917,98.188,58.938,188.10749999999996,Unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-03-02,0.005,0.061,0.026,0.954,98.188,58.938,188.10749999999996,Very unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-03-03,0.005,0.049,0.037,0.883,98.188,58.938,188.10749999999996,Unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-03-04,0.005,0.051,0.038,0.967,98.188,58.938,188.10749999999996,Very unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-03-05,0.005,0.04,0.041,0.908,98.188,58.938,188.10749999999996,Very unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-03-06,0.005,0.048,0.036,0.812,98.188,58.938,188.10749999999996,Very unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-03-07,0.003,0.03,0.038,0.608,52.167,34.917,99.79,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-03-08,0.004,0.042,0.026,0.552,44.048,24.048,71.76,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-03-09,0.004,0.046,0.019,0.624,47.81,27.143,79.74,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-03-10,0.003,0.051,0.011,0.695,51.571,30.238,87.72,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-03-11,0.003,0.055,0.004,0.767,55.333,33.333,95.7,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-03-12,0.003,0.055,0.006,0.749,52.793,31.555,91.12,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-03-13,0.004,0.054,0.008,0.73,50.254,29.778,90.59,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-03-14,0.004,0.054,0.01,0.712,47.714,28.0,90.1,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-03-15,0.005,0.054,0.011,0.694,45.175,26.222,89.62,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-03-16,0.005,0.054,0.013,0.676,42.635,24.444,89.14,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-03-17,0.006,0.053,0.015,0.657,40.096,22.667,88.66,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-03-18,0.006,0.053,0.017,0.639,37.556,20.889,88.17,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-03-19,0.006,0.058,0.018,0.817,58.625,36.083,101.32,Unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-03-20,0.004,0.059,0.012,0.792,89.292,58.938,188.10749999999996,Unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-03-21,0.002,0.024,0.038,0.458,30.042,21.25,188.10749999999996,Very unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-03-22,0.003,0.014,0.042,0.358,33.167,17.0,60.14,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-03-23,0.003,0.026,0.032,0.433,22.167,12.958,51.83,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-03-24,0.003,0.022,0.038,0.362,23.958,11.458,56.81,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-03-25,0.004,0.038,0.035,0.504,40.375,23.292,69.81,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-03-26,0.004,0.036,0.037,0.454,51.125,28.792,83.99,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-03-27,0.005,0.033,0.054,0.621,82.083,50.792,157.51,Unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-03-28,0.003,0.03,0.037,0.542,72.25,41.667,122.65,Unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-03-29,0.003,0.024,0.043,0.404,33.5,17.333,60.97,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-03-30,0.002,0.02,0.043,0.413,31.333,20.708,63.14,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-03-31,0.002,0.014,0.043,0.4,38.167,23.292,69.81,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-04-01,0.003,0.02,0.041,0.371,21.708,11.292,59.31,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-04-02,0.003,0.029,0.035,0.438,28.542,15.25,188.10749999999996,Very unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-04-03,0.003,0.034,0.037,0.479,34.375,19.875,60.99,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-04-04,0.004,0.034,0.036,0.45,31.625,17.292,56.07,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-04-05,0.003,0.025,0.045,0.417,63.083,19.667,83.08,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-04-06,0.003,0.046,0.017,0.558,49.833,15.542,188.10749999999996,Very unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-04-07,0.003,0.027,0.032,0.462,34.333,15.042,188.10749999999996,Very unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-04-08,0.003,0.027,0.037,0.417,32.417,11.542,55.98,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-04-09,0.003,0.034,0.026,0.425,24.708,10.417,56.07,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-04-10,0.002,0.019,0.038,0.325,5.542,2.75,56.81,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-04-11,0.003,0.037,0.025,0.513,23.625,13.5,61.14,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-04-12,0.004,0.041,0.035,0.529,46.75,28.792,83.99,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-04-13,0.004,0.041,0.042,0.55,44.708,29.208,85.06,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-04-14,0.003,0.024,0.049,0.429,33.583,17.75,65.95,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-04-15,0.004,0.044,0.028,0.542,43.458,15.417,188.10749999999996,Very unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-04-16,0.005,0.048,0.032,0.592,42.875,20.25,79.72,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-04-17,0.004,0.042,0.034,0.521,32.958,16.833,69.59,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-04-18,0.004,0.034,0.026,0.443,34.478,17.609,56.07,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-04-19,0.002,0.033,0.026,0.467,37.792,18.5,57.79,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-04-20,0.003,0.028,0.035,0.442,40.792,19.292,60.79,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-04-21,0.002,0.022,0.037,0.404,26.042,16.375,55.98,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-04-22,0.003,0.045,0.033,0.608,80.083,30.333,188.10749999999996,Very unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-04-23,0.005,0.051,0.035,0.675,75.0,34.5,98.71,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-04-24,0.003,0.032,0.03,0.525,50.917,31.042,89.79,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-04-25,0.003,0.031,0.021,0.454,33.833,14.0,53.83,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-04-26,0.002,0.022,0.03,0.333,8.292,4.875,50.0,Good,102,Jung-gu,37.5642629,126.9746757
2019-04-27,0.002,0.024,0.032,0.367,13.958,7.667,51.83,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-04-28,0.003,0.022,0.045,0.354,15.875,9.958,62.63,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-04-29,0.003,0.041,0.024,0.5,20.833,13.667,67.9,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-04-30,0.003,0.04,0.027,0.567,28.25,16.542,66.21,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-05-01,0.003,0.029,0.042,0.471,48.5,21.375,68.5,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-05-02,0.003,0.024,0.042,0.396,46.5,13.292,66.5,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-05-03,0.006,0.051,0.039,0.675,54.208,26.833,84.79,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-05-04,0.006,0.05,0.052,0.712,80.208,49.875,188.10749999999996,Very unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-05-05,0.005,0.038,0.055,0.629,62.458,38.167,109.28,Unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-05-06,0.003,0.011,0.049,0.312,26.0,8.292,65.95,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-05-07,0.004,0.031,0.043,0.483,39.208,14.292,60.97,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-05-08,0.005,0.032,0.055,0.504,43.25,19.375,70.93,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-05-09,0.005,0.032,0.049,0.5,39.417,18.625,65.95,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-05-10,0.004,0.04,0.048,0.542,53.375,27.917,81.73,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-05-11,0.005,0.046,0.043,0.562,53.625,29.125,84.85,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-05-12,0.005,0.041,0.058,0.579,47.042,29.208,85.06,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-05-13,0.005,0.05,0.038,0.612,46.292,28.792,83.99,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-05-14,0.005,0.033,0.048,0.45,35.125,25.083,74.42,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-05-15,0.004,0.04,0.032,0.517,53.778,34.111,97.71,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-05-16,0.004,0.038,0.043,0.557,53.0,34.5,98.71,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-05-17,0.004,0.046,0.036,0.494,47.833,31.278,90.4,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-05-18,0.004,0.028,0.036,0.394,27.0,16.312,55.15,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-05-19,0.003,0.023,0.02,0.41,18.048,10.238,38.33,Good,102,Jung-gu,37.5642629,126.9746757
2019-05-20,0.003,0.017,0.034,0.361,35.087,9.217,55.09,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-05-21,0.005,0.025,0.05,0.457,44.429,15.381,188.10749999999996,Very unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-05-22,0.006,0.03,0.059,0.581,48.625,23.688,74.25,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-05-23,0.006,0.04,0.061500000000000006,0.622,59.217,33.826,96.97,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-05-24,0.008,0.046,0.061500000000000006,0.688,70.083,43.167,128.38,Unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-05-25,0.006,0.035,0.061,0.633,69.167,42.792,126.95,Unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-05-26,0.005,0.03,0.051,0.504,32.542,19.667,67.61,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-05-27,0.003,0.023,0.033,0.413,20.042,12.0,52.66,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-05-28,0.003,0.019,0.042,0.35,17.375,6.458,60.14,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-05-29,0.004,0.034,0.049,0.526,37.174,17.304,65.95,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-05-30,0.005,0.038,0.049,0.579,36.458,19.708,65.95,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-05-31,0.003,0.02,0.052,0.346,16.917,9.833,68.44,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-06-01,0.004,0.023,0.052,0.442,25.958,19.083,68.44,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-06-02,0.004,0.026,0.055,0.483,27.583,18.208,70.93,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-06-03,0.003,0.037,0.047,0.504,29.917,18.25,64.29,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-06-04,0.004,0.027,0.035,0.425,22.833,16.125,54.32,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-06-05,0.003,0.032,0.038,0.496,38.125,26.083,77.0,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-06-06,0.003,0.039,0.029,0.621,46.5,31.833,91.83,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-06-07,0.002,0.019,0.054,0.417,10.583,7.417,70.1,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-06-08,0.003,0.025,0.05,0.429,20.375,13.375,66.78,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-06-09,0.004,0.019,0.054,0.458,28.542,20.208,70.1,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-06-10,0.002,0.02,0.029,0.358,8.708,4.583,48.33,Good,102,Jung-gu,37.5642629,126.9746757
2019-06-11,0.002,0.019,0.04,0.321,9.917,6.125,58.47,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-06-12,0.003,0.027,0.034,0.396,21.292,12.25,53.49,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-06-13,0.003,0.029,0.043,0.417,22.167,15.0,60.97,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-06-14,0.003,0.02,0.05,0.358,25.583,17.042,66.78,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-06-15,0.002,0.014,0.047,0.367,25.667,15.875,188.10749999999996,Very unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-06-16,0.002,0.017,0.046,0.321,11.333,7.875,63.46,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-06-17,0.004,0.026,0.036,0.388,19.542,12.25,55.15,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-06-18,0.003,0.031,0.029,0.496,26.208,17.583,55.08,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-06-19,0.002,0.015,0.056,0.392,25.292,19.042,71.76,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-06-20,0.002,0.016,0.052,0.388,21.083,15.5,188.10749999999996,Very unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-06-21,0.002,0.019,0.042,0.375,21.0,14.875,60.14,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-06-22,0.002,0.018,0.042,0.325,10.167,5.667,60.14,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-06-23,0.002,0.012,0.048,0.329,10.042,6.458,65.12,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-06-24,0.003,0.027,0.045,0.396,18.542,12.167,62.63,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-06-25,0.003,0.033,0.054,0.462,26.417,17.917,70.1,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-06-26,0.003,0.043,0.039,0.571,29.167,20.75,71.28,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-06-27,0.002,0.025,0.038,0.388,18.333,13.5,56.81,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-06-28,0.004,0.036,0.031,0.579,37.458,27.75,81.3,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-06-29,0.003,0.031,0.026,0.438,22.125,16.667,52.72,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-06-30,0.003,0.018,0.041,0.404,31.208,23.917,71.42,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-07-01,0.003,0.021,0.054,0.538,29.083,20.125,70.1,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-07-02,0.003,0.02,0.053,0.454,26.25,18.542,69.27,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-07-03,0.003,0.02,0.04,0.45,29.571,20.857,63.53,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-07-04,0.003,0.025,0.041,0.369,25.462,15.308,188.10749999999996,Very unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-07-05,0.003,0.035,0.045,0.508,28.875,19.083,62.63,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-07-06,0.003,0.032,0.043,0.471,28.708,20.583,62.82,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-07-07,0.002,0.014,0.043,0.346,15.792,11.875,60.97,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-07-08,0.002,0.019,0.035,0.342,9.625,5.625,54.32,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-07-09,0.002,0.019,0.033,0.354,10.083,6.083,52.66,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-07-10,0.002,0.019,0.027,0.325,9.458,5.75,45.0,Good,102,Jung-gu,37.5642629,126.9746757
2019-07-11,0.002,0.014,0.023,0.312,4.875,2.583,38.33,Good,102,Jung-gu,37.5642629,126.9746757
2019-07-12,0.003,0.02,0.028,0.337,12.167,8.417,46.67,Good,102,Jung-gu,37.5642629,126.9746757
2019-07-13,0.004,0.023,0.042,0.471,28.917,22.208,67.01,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-07-14,0.003,0.018,0.058,0.533,39.958,31.625,91.3,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-07-15,0.002,0.034,0.031,0.612,38.167,28.083,82.16,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-07-16,0.002,0.028,0.035,0.508,30.667,21.25,188.10749999999996,Very unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-07-17,0.003,0.028,0.036,0.575,63.042,44.375,133.0,Unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-07-18,0.004,0.035,0.056,0.683,70.375,54.917,173.27,Unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-07-19,0.004,0.032,0.032,0.538,36.75,27.583,80.87,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-07-20,0.003,0.019,0.009,0.321,8.625,5.542,31.67,Good,102,Jung-gu,37.5642629,126.9746757
2019-07-21,0.003,0.012,0.018,0.317,15.667,10.292,34.31,Good,102,Jung-gu,37.5642629,126.9746757
2019-07-22,0.003,0.022,0.041,0.446,45.75,34.083,97.64,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-07-23,0.003,0.023,0.018,0.383,26.458,17.792,55.62,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-07-24,0.002,0.026,0.009,0.329,28.375,18.208,56.69,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-07-25,0.002,0.03,0.013,0.292,33.042,21.958,66.37,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-07-26,0.002,0.027,0.021,0.142,21.917,15.208,188.10749999999996,Very unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-07-27,0.003,0.025,0.028,0.167,20.042,14.583,48.61,Good,102,Jung-gu,37.5642629,126.9746757
2019-07-28,0.002,0.019,0.018,0.112,16.458,10.625,35.42,Good,102,Jung-gu,37.5642629,126.9746757
2019-07-29,0.002,0.017,0.007,0.104,16.208,8.708,29.03,Good,102,Jung-gu,37.5642629,126.9746757
2019-07-30,0.002,0.019,0.01,0.129,21.917,12.042,40.14,Good,102,Jung-gu,37.5642629,126.9746757
2019-07-31,0.002,0.025,0.016,0.129,19.792,11.125,41.67,Good,102,Jung-gu,37.5642629,126.9746757
2019-08-01,0.002,0.02,0.014,0.117,14.708,9.458,33.33,Good,102,Jung-gu,37.5642629,126.9746757
2019-08-02,0.002,0.02,0.02,0.117,18.792,11.667,38.89,Good,102,Jung-gu,37.5642629,126.9746757
2019-08-03,0.002,0.028,0.033,0.138,20.875,14.25,52.66,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-08-04,0.003,0.03,0.042,0.167,29.25,21.583,65.4,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-08-05,0.003,0.025,0.034,0.158,40.042,29.958,87.0,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-08-06,0.003,0.024,0.027,0.121,26.0,20.5,62.61,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-08-07,0.003,0.026,0.012,0.146,20.208,12.958,43.33,Good,102,Jung-gu,37.5642629,126.9746757
2019-08-08,0.003,0.021,0.034,0.15,43.958,33.875,97.1,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-08-09,0.003,0.024,0.019,0.133,27.458,18.417,57.23,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-08-10,0.003,0.024,0.027,0.121,20.833,13.542,45.14,Good,102,Jung-gu,37.5642629,126.9746757
2019-08-11,0.003,0.016,0.022,0.1,16.083,11.375,37.92,Good,102,Jung-gu,37.5642629,126.9746757
2019-08-12,0.003,0.027,0.007,0.146,21.083,15.25,188.10749999999996,Very unhealthy,102,Jung-gu,37.5642629,126.9746757
2019-08-13,0.003,0.027,0.029,0.15,26.583,16.292,51.75,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-08-14,0.002,0.027,0.014,0.146,17.917,11.667,45.0,Good,102,Jung-gu,37.5642629,126.9746757
2019-08-15,0.002,0.015,0.01,0.108,8.375,4.875,25.0,Good,102,Jung-gu,37.5642629,126.9746757
2019-08-16,0.003,0.019,0.027,0.15,17.542,9.875,45.0,Good,102,Jung-gu,37.5642629,126.9746757
2019-08-17,0.003,0.016,0.061,0.15,29.333,18.542,75.92,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-08-18,0.003,0.015,0.053,0.129,19.833,13.083,69.27,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-08-19,0.003,0.026,0.043,0.154,22.667,15.0,60.97,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-08-20,0.003,0.03,0.04,0.175,27.958,20.375,62.28,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-08-21,0.003,0.028,0.034,0.162,31.714,23.095,69.3,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-08-22,0.003,0.023,0.039,0.188,38.208,27.875,81.62,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-08-23,0.003,0.017,0.044,0.196,28.25,17.083,61.8,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-08-24,0.003,0.023,0.03,0.183,22.083,10.5,50.0,Good,102,Jung-gu,37.5642629,126.9746757
2019-08-25,0.003,0.02,0.035,0.179,18.208,11.375,54.32,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-08-26,0.003,0.028,0.04,0.196,25.958,16.167,58.47,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-08-27,0.003,0.027,0.042,0.188,27.083,17.542,60.14,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-08-28,0.003,0.02,0.045,0.196,26.083,18.125,62.63,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-08-29,0.003,0.033,0.032,0.2,26.875,19.792,60.78,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-08-30,0.003,0.021,0.03,0.183,20.75,9.375,50.0,Good,102,Jung-gu,37.5642629,126.9746757
2019-08-31,0.003,0.019,0.034,0.183,17.5,8.958,53.49,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-09-01,0.003,0.024,0.029,0.196,18.375,11.75,48.33,Good,102,Jung-gu,37.5642629,126.9746757
2019-09-02,0.003,0.03,0.031,0.192,24.542,13.917,51.0,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-09-03,0.003,0.033,0.017,0.196,20.375,12.667,54.38,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-09-04,0.002,0.027,0.015,0.162,7.917,4.5,45.0,Good,102,Jung-gu,37.5642629,126.9746757
2019-09-05,0.003,0.027,0.006,0.171,9.542,6.125,45.0,Good,102,Jung-gu,37.5642629,126.9746757
2019-09-06,0.003,0.027,0.009,0.161,14.348,9.13,45.0,Good,102,Jung-gu,37.5642629,126.9746757
2019-09-07,0.003,0.032,0.011,0.178,20.065,13.17,53.25,Moderate,102,Jung-gu,37.5642629,126.9746757
2019-09-08,0.003,0.038,0.012,0.195,25.783,17.21,62.26,Moderate,102,Jung-gu,37.5642629,126.9746757
